id,dist_univ,dist_top_univ,dist_topmid_school,dist_mid_school,dist_toppri_school,dist_pri_school,dist_parks,dist_hospital,dist_bus2017,dist_bus2018,dist_bus2019,dist_bus2020,dist_bus2021,dist_restau2017,dist_restau2018,dist_restau2019,dist_restau2020,dist_restau2021,dist_mall2017,dist_mall2018,dist_mall2019,dist_mall2020,dist_mall2021,dist_con_store2017,dist_con_store2018,dist_con_store2019,dist_con_store2020,dist_con_store2021,dist_gym2017,dist_gym2018,dist_gym2019,dist_gym2020,dist_gym2021,dist_cinema2017,dist_cinema2018,dist_cinema2019,dist_cinema2020,dist_cinema2021,dist_bar2017,dist_bar2018,dist_bar2019,dist_bar2020,dist_bar2021,restau.5_2017,restau1_2017,restau.5_2018,restau1_2018,restau.5_2019,restau1_2019,restau.5_2020,restau1_2020,restau.5_2021,restau1_2021
5211,1908.397382,1908.397382,867.2395461,485.0282452,1042.069098,329.6927911,313.0434087,889.2666876,91.480334,93.72713825,90.50676774,91.70279273,91.70279273,46.89196916,112.6281027,129.2468407,134.5989681,134.9867376,206.4563915,206.4563915,202.3923187,201.5877049,201.3737915,128.7975476,128.7975476,128.7975476,135.2277773,135.2277773,197.5930292,88.61819108,88.61819108,88.61819108,88.61819108,315.9231628,315.9231628,315.9231628,315.9231628,315.9231628,158.9984631,158.9984631,191.5135554,149.1997963,156.0480578,279,851,262,810,253,884,223,869,224,966
5212,1027.457726,1027.457726,678.6243683,160.0322747,1830.587738,257.9331674,780.4437408,1475.587585,96.95081471,98.84245087,93.35291021,97.26714842,95.65259404,38.41303764,100.6575979,97.37621466,110.8966271,107.9251992,722.390255,628.6982346,555.805079,555.805079,582.9560337,261.5680154,48.76671314,48.76671314,45.78090766,52.34568104,192.217354,101.4102664,192.217354,192.217354,197.5095756,1135.929314,1135.929314,1135.818496,1128.558053,1538.786117,346.8486063,338.9147942,338.9147942,437.0450684,426.9213259,187,831,196,903,186,961,178,899,184,935
5213,2546.431872,5655.086355,1512.3888,322.5321085,1502.611656,922.416953,228.1509447,1766.997488,222.7220496,179.6428734,62.0577241,82.02488549,75.8931916,183.4767942,183.2079915,183.2494055,183.2494055,185.8489038,1361.314596,1031.310543,1361.314596,1341.286219,642.3669939,205.892355,205.892355,196.1065753,425.7956783,192.8564368,577.9406725,572.6921727,572.6921727,409.1067719,194.4234197,225.9293442,225.9293442,225.9293442,1294.935946,1294.935946,186.7854923,186.7854923,193.9545004,191.157022,188.387631,93,281,66,241,68,251,42,226,34,230
5214,1415.663823,2705.707413,1010.624049,46.19753399,704.5459766,501.0953834,501.9567844,1590.425297,154.4243046,154.4243046,155.3976685,161.2094182,157.4496488,96.74640092,51.70626335,127.5788826,35.07496762,19.39671221,168.2251812,233.0186893,234.5310568,233.7695944,233.7695944,111.613074,111.613074,111.613074,117.0287032,101.9068297,185.7818135,185.7818135,156.3003123,81.72422272,81.61117478,241.6446694,221.2181757,221.2181757,221.2181757,43.0122124,127.8516274,125.377368,127.8516274,81.50002062,192.6416909,303,879,305,880,387,1053,476,1169,606,1350
5215,1726.701223,1726.701223,1659.867347,321.3949914,1861.38782,370.5882195,331.1371079,2579.823082,169.354826,169.354826,169.8805165,151.866678,150.4971611,151.4832662,85.26048084,87.89473509,33.30903549,32.67737284,959.4767879,1059.181128,1059.181128,579.8598528,1059.181128,64.39716062,64.39716062,64.39716062,59.16695624,57.46097027,375.4749247,316.49245,316.49245,223.577078,223.577078,529.2494353,529.2494353,529.2494353,529.2494353,528.8900502,726.7556066,389.4968804,389.4968804,358.1060355,320.9152873,175,495,160,465,163,475,223,522,230,616
5216,3674.04135,4627.777264,513.7973801,482.2035461,955.2422927,700.8601654,528.1353803,1117.443548,46.33421222,74.6499085,67.32474813,48.64262862,116.1010438,222.5116056,226.869299,200.4671263,200.4671263,222.5116056,1923.357383,786.7105174,1285.419878,1052.504971,1284.390004,259.0099299,259.0099299,263.7493584,208.1904079,222.4906152,618.4425545,248.1021808,73.29410763,364.0194426,248.1021808,1078.006478,1078.006478,1078.006478,394.00625,394.00625,329.3980806,208.5159776,329.3980806,332.2445951,332.5944101,21,231,19,227,22,230,41,231,37,233
5217,2904.370723,3403.992337,345.0851442,322.3178147,1223.553835,404.271152,338.9357974,778.024227,174.1678139,174.1678139,174.1678139,174.1678139,174.1678139,22.8670591,22.8670591,6.744875031,15.01055272,6.914837742,38.4481796,46.03632043,17.76382787,39.08434611,125.0350885,186.5760571,93.11479782,93.11479782,93.49625952,93.23855651,60.41134491,76.30019727,58.87783686,11.35384689,11.35384689,167.0829794,167.0829794,131.4770101,175.7522093,41.3122844,208.367412,76.2961717,75.93811242,20.37565634,21.59978321,595,1631,755,1947,905,2295,948,2310,995,2404
5218,654.1471178,2402.753949,67.11765845,67.11765845,893.5638239,591.6784027,353.9887601,458.084723,51.49337717,55.38194511,54.99622138,54.99622138,54.99622138,92.98674566,62.47078185,17.87560934,20.58056388,20.27120044,274.4896811,274.4896811,279.3582826,279.3582826,283.8138991,234.4710962,82.65397425,87.35338184,84.21890235,87.09529108,140.8958675,106.3937918,140.8958675,140.8958675,140.8958675,175.9059816,175.9059816,190.3976669,190.3976669,190.3976669,120.7642448,114.5828816,120.7642448,173.6751551,173.6751551,282,1126,289,1118,301,1263,295,1199,276,1138
5219,2555.99633,3469.129463,360.458452,360.458452,1250.532623,633.7255274,92.46895386,411.6186628,68.15569495,68.15569495,68.15569495,62.63613644,62.17218065,38.67798454,17.33477794,17.33477794,5.23699224,5.335255821,336.3263741,336.3263741,328.6693421,336.5886374,336.5886374,250.7749276,103.2933492,73.81484512,9.553361752,99.21099632,304.3827022,117.6217299,252.1192631,252.1192631,176.0208506,74.2784418,74.2784418,74.2784418,74.2784418,101.2475649,118.9469389,182.3423656,95.96953585,19.94096631,114.287603,420,1326,476,1609,634,1937,620,1951,700,2090
5220,1503.231444,1503.231444,537.9537882,393.5029883,1589.037845,83.87732582,294.4384312,439.3370626,196.2357447,196.2357447,196.2357447,196.2357447,196.2357447,99.38489494,96.29223621,128.839203,137.8558566,53.06563684,960.0923983,960.0923983,960.0923983,922.7945348,985.0252669,60.75593808,68.91229773,68.91229773,61.99670106,77.32805365,216.1213203,174.7184492,162.9858529,162.9858529,162.9858529,1000.090794,1000.090794,1000.090794,969.1560505,969.1560505,354.9618857,350.7055034,350.7055034,481.3306203,314.1959159,165,810,154,800,164,864,153,698,128,634
5221,1255.149939,3984.616624,1333.339603,973.8515926,1167.766601,533.1430372,810.7956094,1180.511955,503.845928,495.2497143,516.2410689,523.4511931,516.2410689,294.0146536,253.8767278,354.3304038,266.8626032,266.8626032,1298.429227,582.7682278,582.7682278,582.7682278,617.6676978,424.6041616,424.6041616,424.6041616,424.6041616,424.6041616,782.4077902,782.4077902,390.5825422,408.951599,445.7375866,901.381485,901.381485,912.2474049,912.2474049,1043.348094,540.2368638,540.2368638,540.2368638,541.6316764,393.5089341,12,328,15,277,10,267,10,225,17,225
5222,2007.359736,2159.624414,1192.415323,593.1907834,930.6913292,715.1470967,236.1191049,2132.176833,234.8326308,234.8326308,234.8326308,218.144529,241.7063823,55.46759581,164.9302323,92.20372611,92.20372611,94.99281311,452.0556682,452.0556682,323.1568482,323.1568482,747.473302,291.5318612,277.682351,291.8722379,229.3663804,229.3663804,169.7650048,197.875481,114.0098644,114.0098644,111.5575374,720.4207919,739.1943358,758.5690298,758.5690298,1142.336476,368.9105888,186.4456705,186.4456705,186.4456705,118.8895474,121,634,112,646,117,727,164,777,198,881
5223,1661.873836,1912.576889,2057.492063,246.9685223,1311.367749,203.973979,613.6125009,2525.096741,263.959506,265.3646801,283.760739,45.94989889,45.94989889,18.67418148,23.9074577,23.26807378,22.64395276,23.27544919,229.0034744,102.0181968,266.6440379,673.7663163,671.5464882,80.03848795,77.78104796,77.78104796,38.8977241,33.9720457,334.4563871,298.1287634,289.6436887,47.23937444,47.43374319,234.9694229,234.9694229,234.9694229,234.9694229,234.9694229,234.9141696,236.0140995,237.002988,237.002988,253.1143798,213,768,199,786,202,893,139,871,142,979
5224,2110.572197,2110.572197,1085.829052,338.3502469,1937.712328,423.7314411,781.1410826,1060.471887,80.99523467,80.99523467,82.98082898,86.10933787,86.10933787,111.4014255,111.4014255,11.72068029,164.7932718,94.20719327,759.8373434,621.1263141,621.0935312,730.8681572,730.6711473,183.4252864,180.6423298,146.5323716,183.4252864,92.80684487,296.4665997,118.7443305,284.3537692,298.1997504,298.1997504,694.0251443,873.4411029,873.4411029,704.2700207,704.2700207,286.4625099,286.4625099,365.5942924,214.3049251,92.55766595,179,934,177,969,191,1092,155,961,128,998
5225,2061.135214,2421.977256,1913.754712,523.5685935,2306.091636,24.11082502,352.161593,2302.573272,172.7459008,172.7459008,171.7439912,109.346982,169.497774,173.9564298,173.9564298,173.9564298,158.5328007,127.0194399,985.5744954,985.5744954,1103.883588,621.9474242,1114.102183,151.0376481,151.0376481,151.0376481,154.5590269,118.8116009,502.5285237,502.4538174,502.4538174,502.4538174,179.6043497,741.1623617,658.3158768,740.7185202,645.7924252,758.9577457,226.409206,226.409206,226.409206,226.409206,226.409206,43,469,33,430,26,465,21,402,29,442
5226,1737.217461,3014.869946,1012.342927,377.280389,626.9784686,383.6751923,124.6474875,1820.023548,34.95758508,34.95758508,38.37680424,37.43557792,35.71430832,57.44312379,57.09989608,38.05520475,0.585899119,0.585899119,398.9358483,434.9670525,430.8019407,426.2975198,339.3241211,99.02041793,105.5540118,61.37386187,59.56609028,59.56609028,24.77167997,24.77167997,14.02330198,37.44691783,33.72250004,461.1953626,262.1087977,262.1087977,262.1087977,461.1953626,174.1235913,116.0938074,188.3607518,205.6323164,10.35863922,259,876,277,894,332,1063,321,1206,389,1416
5227,1905.645711,1905.645711,958.4979784,958.4979784,967.7108603,698.4002356,158.2492862,1763.047858,198.1469535,179.8515923,275.4925281,275.4925281,290.9613016,61.87768632,64.63309999,71.20847135,71.20847135,70.44729261,354.9388913,354.9388913,418.7435306,463.7296904,533.3294743,203.9068493,107.2559302,106.0808296,81.24173743,80.65283017,449.519269,517.8735105,176.4034971,176.4034971,212.3007617,900.9238706,860.9838056,871.0992653,871.0992653,1111.538431,46.77942423,46.77942423,46.77942423,44.71377916,44.71377916,167,733,163,776,171,819,173,928,189,1039
5228,1694.669479,1694.669479,1083.200436,1075.787269,1790.488645,380.9745668,143.9043042,1655.335821,170.2229196,169.7198745,169.1462927,84.84476631,175.3993554,104.2136595,73.25206674,73.91928566,59.59186643,59.48998558,224.4106745,224.4106745,225.0277386,222.4770333,221.8531394,161.0086823,62.57336761,131.61868,131.61868,118.4470708,284.5199835,284.5199835,284.5199835,210.8586586,118.4470708,1235.340874,1250.759705,1235.646783,1241.685083,721.8186668,207.8613078,171.9894023,183.2384859,124.6180236,171.0135157,211,783,283,934,331,1019,328,1006,334,1067
5229,1976.143455,2447.988053,1495.891631,153.8876113,1155.821713,523.3798099,302.2334535,1855.338271,394.742044,394.742044,396.1425631,399.2650173,399.2650173,117.2556193,8.691847444,162.566238,150.9381805,192.2713929,912.1086094,912.1086094,783.455759,783.455759,958.1439939,178.1335677,59.65171505,39.44921764,75.13829344,45.99155863,225.279284,221.9607132,217.2968305,220.5796437,110.1412839,929.367046,975.2792268,993.006939,700.9563262,712.3475608,320.3347404,290.8804271,290.8804271,290.8804271,161.9090857,76,615,102,610,117,661,159,706,214,809
5230,346.8780097,2089.999128,286.0748073,286.0748073,734.8469793,342.3036779,88.84166481,204.6508187,262.1818709,262.1818709,262.6873808,262.6873808,262.6716129,79.70064412,79.70064412,84.06870659,84.06870659,72.1358177,652.6220941,652.6220941,657.5170752,657.5170752,673.2825084,166.6211522,113.5533465,113.5533465,114.2308361,114.2308361,239.2966167,118.1556767,116.0321241,116.0321241,128.9559625,729.3013268,240.1402367,729.3013268,560.9738696,560.9738696,103.9906003,103.9906003,103.9906003,103.9906003,103.9906003,109,1024,115,1070,109,1203,119,1199,120,1174
5231,3097.523451,3097.523451,1571.50656,662.4154055,4072.267525,254.3642945,836.1353663,2566.932865,63.83088603,61.94991004,62.74766642,62.74766642,62.87724735,16.54772683,18.08211961,25.14179575,119.2024151,162.2630493,817.3244638,817.3244638,818.124938,818.124938,814.367236,158.6022758,171.0760215,172.1926039,171.0760215,172.1926039,317.6075849,317.6075849,338.6622014,239.1262624,175.7397701,997.3572092,959.5004761,928.2786464,945.1677043,945.1677043,414.3011445,414.3011445,426.9560268,406.7067552,337.6534722,81,569,78,539,84,558,103,555,103,624
5232,1527.41095,1527.41095,958.4391848,813.4389093,1650.595296,221.8524676,414.6726464,1788.861596,251.4842768,256.8654665,246.2339303,241.9585279,254.2221967,53.60071138,51.90043886,53.60071138,53.60071138,53.60071138,132.2549655,132.2549655,132.2549655,132.2549655,132.2549655,37.2201913,37.2201913,37.2201913,37.2201913,37.2201913,183.6931565,294.6157439,294.6157439,183.9813582,196.2933485,1521.509566,1537.169592,1521.816038,1501.295851,891.7592878,184.3180777,183.7865705,151.8051889,183.7218986,184.3180777,253,802,352,934,413,992,419,990,454,1066
5233,1696.126559,2325.948843,736.846239,736.846239,998.6971183,439.8059949,573.0199644,1221.316514,334.8876593,334.8876593,335.7782178,337.6534722,334.0541302,89.7351286,148.3677378,175.164627,130.1053674,154.8270404,484.0886377,496.0717901,233.6691776,542.3283663,264.3070225,106.691824,92.98786288,100.2006506,100.2006506,100.2006506,62.33383483,62.33383483,62.33383483,67.75782959,65.87927604,1078.75177,1016.124023,1013.497953,693.8375153,559.5240204,237.7335954,295.7042108,295.7042108,62.20965679,62.20965679,134,729,154,780,154,816,172,896,183,1016
5234,939.5874769,1991.65755,628.9266926,438.6490249,1406.686377,301.304268,242.2358086,906.9315672,149.8260233,149.8260233,149.8260233,150.1904799,150.1904799,83.75025073,83.75025073,83.75025073,80.4771249,81.73964131,1379.607346,1379.607346,1401.023246,1401.023246,484.1596566,111.780286,103.2447559,102.2634488,113.2252292,55.5075643,207.3208989,207.3208989,207.3208989,207.3208989,207.3208989,245.0021963,245.0021963,226.6864379,244.1086426,239.5549189,565.4470353,357.3108957,357.3108957,570.6710294,570.0223976,133,470,116,431,129,477,118,443,127,464
5235,2013.242637,2123.623645,1121.285829,1017.503245,1375.115828,151.6364494,433.783193,1466.74633,85.42539652,85.42539652,82.60581599,73.36900642,85.34144366,22.40693756,22.40693756,22.09268653,26.10099329,15.81584953,229.9398004,226.8078505,251.963369,251.8525949,266.7587613,319.0221624,35.88577039,69.06988284,51.59082558,47.17957695,72.27425274,72.27425274,72.27425274,72.27425274,72.27425274,1434.491749,1374.149034,1373.807993,927.3106466,342.3124527,28.07493388,28.07493388,28.07493388,66.42421531,30.31277412,202,627,260,720,289,744,308,817,320,903
5236,1613.871491,2494.895462,823.1912424,669.5690086,1147.705263,431.3457096,318.6355764,1069.235327,198.4882694,204.1939502,204.1939502,203.6153063,202.9589605,111.3550319,124.6774516,222.4044608,190.3899805,190.3828157,361.2634555,378.8039384,419.9169448,419.9169448,415.5390005,223.1642631,187.3235126,187.3235126,249.4470864,223.2432251,106.9613278,106.9613278,106.9613278,106.765631,252.0990358,1216.184138,1198.999919,1193.260551,526.9916726,389.7732436,334.7991288,331.9408154,331.9408154,249.7222019,249.7222019,110,650,138,701,129,727,146,808,160,905
5237,1812.628291,1812.628291,1109.713887,931.3015233,1034.183895,783.1812738,111.5807755,1972.230783,317.2631558,188.3030002,326.939611,370.9564013,370.0525743,82.53979191,20.45132933,139.65939,128.4340345,90.37522026,122.803349,122.803349,250.220662,250.220662,775.8138218,254.1788411,254.1788411,279.3138641,167.8293791,168.4807315,309.013283,359.1274224,316.1889644,316.1889644,361.2387115,914.2243479,889.7615793,904.0701802,904.0701802,1242.409513,201.8815496,139.1440455,139.1440455,120.6790506,120.5269959,164,687,147,713,133,772,113,841,110,902
5238,1867.859413,1867.859413,1006.722525,982.1511876,988.1586631,721.6887422,84.74531604,1831.041614,273.8488049,205.5546757,288.1602487,288.1602487,314.0063427,31.26689906,31.26689906,10.84434137,10.84434137,30.2166613,280.5494173,280.5494173,394.8329781,394.8329781,607.6538346,239.0043985,180.1652703,180.6659322,13.30261983,13.63429317,439.4839532,469.9844791,193.3204028,193.3204028,251.9053522,903.7180574,868.4127579,879.969694,879.969694,1184.93844,31.68676957,31.43416956,31.43416956,34.37490917,34.37490917,172,731,162,765,160,803,161,903,182,1015
5239,2177.320799,2455.82356,1754.646081,377.5372454,1383.518352,508.2109502,136.539506,2414.99823,149.1678846,148.6011461,150.1275221,150.1275221,147.4034157,179.718589,179.718589,128.2924038,89.34357449,159.1526433,266.9467271,289.1903329,276.8480123,1022.788904,1017.979557,94.56619652,231.025485,233.6875983,129.6327106,97.47644783,179.718589,197.9877101,181.9464907,153.8914269,218.6035653,775.0290109,775.0290109,775.0290109,775.0290109,775.0290109,349.4673894,517.6308817,517.6308817,181.2095093,172.4314305,175,761,149,736,147,772,115,732,94,802
5240,1449.665727,1449.665727,1155.816117,576.1483484,1400.389299,619.9566506,379.8782471,1928.542552,261.4255138,211.2706541,262.336393,357.4144116,357.4144116,92.81502089,141.1572809,115.2971463,156.3062364,115.0993759,407.9853577,407.9853577,502.4913562,502.4913562,765.8728569,87.24503944,87.24503944,87.24503944,96.43262136,110.1166756,114.8055438,114.8055438,118.3835995,118.3835995,118.3835995,1272.23001,1251.682163,1266.669767,1266.669767,1492.261142,232.2962943,232.2962943,232.2962943,232.2962943,402.489937,108,733,128,775,126,865,121,861,106,975
5241,3456.868574,3456.868574,1529.24202,555.5090615,3897.865229,641.5550228,651.2057477,2253.547128,136.3056241,136.3056241,135.6559749,135.4394774,135.4394774,107.7245448,107.8030078,107.8030078,132.9351696,132.9351696,705.8645149,705.8645149,707.0448821,707.0448821,700.4389828,108.6919124,108.6919124,114.7512374,113.4134043,111.3579929,346.7795023,346.7795023,364.4981822,334.9091443,334.9091443,1017.893275,889.1999335,866.2816391,875.3585069,875.3585069,484.1546748,484.1546748,492.0347433,421.0791835,369.1194064,68,397,63,374,77,419,82,466,82,531
5242,1046.689533,1046.689533,525.6831773,397.3874828,1942.017595,265.2712686,675.1772482,1413.54605,82.10095195,42.19330148,45.14145645,42.95410132,43.03404942,32.38607956,19.12893212,19.12893212,22.06650163,29.40176493,586.6229823,332.2672841,251.0161826,251.0161826,280.424551,192.4407416,154.7648305,154.7648305,181.2996439,87.4203689,47.75233894,47.75233894,47.75233894,140.298132,140.298132,1261.190821,1261.190821,1261.08066,1253.453206,1375.000558,418.0423332,47.75233894,47.75233894,409.084966,346.4554967,238,895,272,995,289,1069,281,982,320,1020
5243,943.3236643,2565.710451,1078.381159,290.2267526,649.6492979,506.0295887,662.6435677,1233.828755,67.54417716,142.4287404,64.48267456,64.48267456,64.48267456,33.56569281,33.56569281,33.21628936,31.11107191,31.11107191,592.0926563,553.1312656,590.2684135,590.0565567,590.0565567,206.2793241,53.18500751,53.18500751,70.78890895,74.35951703,127.0873769,127.0873769,137.5740538,46.36617573,46.36617573,271.0214024,271.0214024,575.3952322,494.2291621,528.2952001,237.2168371,44.534216,192.0049515,45.40902196,191.8089868,211,924,194,943,247,1135,296,1294,292,1430
5244,2022.951851,2310.04528,1278.787542,409.5532779,969.9102742,708.5709709,175.5786493,2038.622918,358.615896,399.5233864,381.4343119,383.658475,383.658475,21.24599281,29.25375987,97.76632112,71.08206837,21.38162134,656.8321591,656.8321591,527.8561398,527.8561398,776.3880692,267.1802433,150.0326293,177.6813214,150.0580362,142.6000766,145.0825115,91.57898081,91.32813335,21.49350102,21.38162134,745.263183,779.914654,798.9046447,798.9046447,975.4805612,560.4501497,21.63572088,21.63572088,21.63572088,21.63572088,101,582,94,610,108,700,156,744,194,870
5245,1686.493587,6019.657898,1693.495138,405.0750575,2380.458803,902.6957712,983.2427135,1465.1372,196.2705438,196.2705438,196.7295576,194.8338647,194.8338647,254.5030829,205.6545881,256.2044467,256.2044467,246.7725326,845.5635779,845.5635779,932.6588593,908.32269,968.5742283,239.0038693,239.0038693,239.0038693,261.9416399,259.7006998,207.3057784,207.3057784,200.7955234,203.9025962,207.3057784,748.6053261,748.6053261,748.6053261,748.6053261,748.6053261,239.0038693,239.0038693,239.0038693,424.5538635,497.0194605,21,277,28,273,38,305,46,334,56,353
5246,2046.760982,2177.765473,1150.269096,621.6993938,889.9770223,678.8385726,275.1184424,2107.916302,206.9628977,206.9628977,206.9628977,193.8479052,212.5414643,91.69904928,172.6068728,119.6976195,93.3471523,93.3471523,440.8824127,440.8824127,313.4822245,313.4822245,707.7957918,257.8772469,255.854275,258.8190097,201.9711806,201.9711806,155.4171416,186.1604104,138.0462848,138.0462848,138.9897033,681.1385525,698.7296058,718.0845423,718.0845423,1102.198491,352.8892024,202.3160244,202.3160244,202.3160244,145.0360852,131,637,123,664,131,743,174,784,206,894
5247,1115.339488,1357.534816,2325.117536,209.2532735,856.3300187,570.1191167,750.4524837,2667.795399,212.9040235,212.9040235,213.8046156,213.8046156,212.0265983,57.26955875,57.26955875,58.92124154,58.92124154,94.02828249,794.6089101,259.4652743,259.4652743,259.4652743,255.5268691,54.69323227,54.69323227,54.69323227,59.88296922,59.88296922,79.50533902,25.59951845,12.34931859,12.34931859,4.05922817,73.85228459,73.85228459,73.85228459,216.6476586,332.2380559,182.0645943,282.2608633,165.1081467,72.67834366,72.67834366,283,871,310,931,362,1051,329,1022,400,1072
