id,dist_univ,dist_top_univ,dist_topmid_school,dist_mid_school,dist_toppri_school,dist_pri_school,dist_parks,dist_hospital,dist_bus2017,dist_bus2018,dist_bus2019,dist_bus2020,dist_bus2021,dist_restau2017,dist_restau2018,dist_restau2019,dist_restau2020,dist_restau2021,dist_mall2017,dist_mall2018,dist_mall2019,dist_mall2020,dist_mall2021,dist_con_store2017,dist_con_store2018,dist_con_store2019,dist_con_store2020,dist_con_store2021,dist_gym2017,dist_gym2018,dist_gym2019,dist_gym2020,dist_gym2021,dist_cinema2017,dist_cinema2018,dist_cinema2019,dist_cinema2020,dist_cinema2021,dist_bar2017,dist_bar2018,dist_bar2019,dist_bar2020,dist_bar2021
3225,3984.411382,3984.411382,1294.075477,572.8308327,3882.908028,739.130491,486.5085322,2820.135994,327.3651534,327.3651534,327.3651534,323.3319625,323.8769316,191.8775713,295.0683106,80.32060726,80.32060726,113.242581,1300.614351,1300.614351,1277.993561,1277.993561,1270.911871,245.3768388,245.3469614,248.4874005,244.4966073,244.4966073,538.5690519,543.4027354,546.2729673,540.9353918,547.7044879,1075.337856,1075.337856,1075.337856,1075.337856,1075.337856,724.4639401,724.4639401,724.4639401,1039.196472,446.0409872
3226,2102.626773,5181.21889,938.6276366,561.6468165,3139.819136,1068.004922,921.0203564,2165.642368,456.0738448,456.0738448,456.0738448,456.0738448,456.0738448,174.2837248,174.2837248,167.6149599,167.6149599,110.089395,863.3967497,863.3967497,1059.729385,1120.1189,1082.831644,359.9578897,359.9578897,339.7236214,339.7236214,339.7236214,325.4987743,315.3049193,315.3049193,315.3049193,274.17845,1011.576783,1011.576783,1011.576783,1011.576783,1011.576783,325.4987743,303.4833314,303.4833314,325.4987743,325.4987743
3227,1021.418636,5616.497679,483.2833573,343.764465,2131.377833,586.6501076,290.8496178,1574.093211,102.0230669,103.8973474,106.0976044,106.0976044,103.6563099,46.79342269,33.77910941,142.830166,165.7141344,166.7497584,718.0988332,1300.575646,1340.5521,1340.5521,1300.457616,125.3297329,125.3297329,125.3297329,248.736776,241.1116971,459.8136924,445.4761304,445.3549798,293.1870608,281.3560853,792.571128,792.571128,802.9130139,1004.543818,1008.334311,665.3730151,65.10914309,671.7188868,270.3692147,436.9051529
3228,3611.951703,3611.951703,3355.500238,385.7600164,2369.310936,756.3980205,917.3306086,2253.70585,87.0694088,87.0694088,87.0694088,89.94658823,89.94658823,78.26674608,79.78719229,79.78719229,78.82838933,87.84086303,664.8144218,664.8144218,664.8144218,664.8144218,663.6713516,84.9513315,84.9513315,84.9513315,82.4439713,81.2035888,403.1990924,148.7348264,148.7348264,138.0642467,404.3966023,402.372491,402.372491,406.3365184,404.0121857,404.0121857,143.2751451,143.2751451,160.7273431,375.991265,375.991265
3229,3844.481844,3844.481844,5725.639043,2322.192276,9465.779919,448.5858668,2279.182245,5779.244369,227.7547303,227.7547303,227.601894,227.601894,259.9508557,551.2966614,551.2966614,551.2966614,551.2966614,652.5297403,595.1211684,595.1211684,575.1649319,915.1989094,916.020417,521.0822709,519.6114746,519.6114746,463.0435127,415.0598457,425.2263305,316.5589624,425.2343395,785.7216302,266.7316006,3288.603611,3288.603611,3288.603611,975.9634007,984.6445894,1359.252051,1340.838924,855.40434,278.9247913,279.1244363
3230,5399.487059,5399.487059,7818.940249,647.3955036,11313.27727,600.0903553,484.7811596,9590.745123,330.2522655,332.6640574,332.6640574,332.6640574,331.2169214,183.641119,183.641119,183.641119,266.5887925,266.5887925,956.295031,956.1889316,956.1889316,957.3070216,957.3070216,393.3056239,339.5448822,343.7977057,337.4646288,129.8139426,1100.576935,952.994899,268.5015214,553.9979518,330.6631635,1140.636623,1140.636623,1157.613861,1157.613861,338.1785018,668.26694,334.8785956,334.8785956,306.0755168,320.8701463
3231,1171.510837,4250.78456,965.6890175,606.3035951,920.0463156,658.0506256,849.674191,1419.107126,418.2677445,418.2677445,425.9560189,425.9560189,414.9916515,383.5564366,383.5564366,278.0990203,164.7544288,124.9465525,1044.189005,1026.290284,1026.290284,598.6757104,974.8725554,427.8715555,369.3098464,427.8715555,427.8715555,433.6054446,655.5614086,655.5614086,484.2995555,655.5614086,655.5614086,1128.648169,1128.648169,775.4312549,1008.105747,980.3344465,446.7671918,446.7671918,446.7671918,461.9375692,468.9724357
3232,180.0682468,1552.695279,315.8433744,315.8433744,634.0090559,129.3644893,487.3750754,1073.358746,101.5649695,101.3849646,96.27708394,92.56513204,91.51938104,52.75661179,52.75661179,52.75661179,101.7330685,84.04726653,1150.023378,1150.023378,1150.805404,1150.32008,468.2888859,114.3734509,114.3734509,113.3125995,115.6681673,56.51677203,147.5360994,134.0995103,147.0191478,147.0191478,146.8613947,135.3807366,161.0501957,162.7501781,129.9275665,129.9275665,295.8252538,295.8252538,295.8252538,547.4456337,698.1569166
3233,233.339737,233.339737,710.1514515,316.6525782,1110.765341,942.1891531,987.5311482,3281.640814,261.4202441,261.4202441,262.2046795,264.6382101,260.6497376,223.9965326,223.9965326,223.9965326,234.089786,196.8707308,1212.587032,1212.587032,1296.496156,1293.064904,1299.390269,241.7894887,241.7894887,241.7894887,241.7894887,241.7894887,559.6175255,559.6175255,474.1891075,476.5469967,476.5469967,736.3454623,1297.839123,1335.275748,1329.358922,1336.512814,459.3342011,441.5328553,458.4794249,458.4794249,161.0690976
3234,2340.647658,2492.605275,1467.240956,633.1916458,2472.169124,475.4184927,683.8634342,1620.679164,158.2760567,158.2760567,158.0078618,159.110578,159.110578,45.1914583,132.358543,100.805391,45.1914583,76.12073492,207.8157351,207.8157351,207.8157351,207.8157351,1437.192094,77.77721519,77.77721519,73.22079782,73.22079782,57.23697644,322.2285922,317.655038,216.2032514,48.62684035,317.655038,1252.503899,431.9059137,448.8003155,489.064722,413.5685309,198.6769868,198.6769868,198.6769868,210.205075,47.87420236
