id,dist_metro2017,dist_metro2018,dist_metro2019,dist_metro2020,dist_metro2021
1,530.8905686,530.8905686,530.8905686,530.8905686,530.8905686
2,7403.251115,7403.251115,14205.82496,15662.59331,7629.378261
3,3762.236195,3762.236195,6380.893547,6750.770202,2735.826598
4,5706.441914,5706.441914,5156.134269,5156.134269,1891.265567
5,2538.078295,2538.078295,2538.078295,4281.114,3090.394889
6,1485.794734,1485.794734,1485.794734,9451.522457,5227.345922
7,2665.562571,2665.562571,2665.562571,4651.64575,2587.291542
8,4063.738533,4063.738533,4063.738533,4063.738533,4063.738533
9,1605.60179,1605.60179,5916.215724,5916.215724,4168.2503
10,1032.979953,1032.979953,5953.090859,5953.090859,2295.975618
11,982.4362089,982.4362089,5945.295872,5945.295872,3194.524013
12,2771.284255,2771.284255,6665.446685,6665.446685,1047.311688
13,5042.985135,5042.985135,5042.985135,6340.641237,1705.089239
14,1370.323696,1370.323696,1370.323696,1479.611264,4561.078412
15,16028.90911,16028.90911,18658.95316,23465.91076,16241.60383
16,4034.28575,4034.28575,5376.874211,14790.63666,7000.632924
17,4333.519741,4333.519741,5838.117579,6350.111215,2187.87621
18,2862.307803,2862.307803,2735.502448,2735.502448,2243.73467
19,3277.418808,3277.418808,3277.418808,3277.418808,2402.046163
20,5113.291659,5113.291659,5113.291659,5113.291659,1480.713935
21,5081.344704,5081.344704,5081.344704,5081.344704,1522.665388
22,3133.917617,3133.917617,2883.075424,2883.075424,2221.867801
23,3250.062214,3250.062214,3250.062214,3250.062214,2455.304877
24,2911.159827,2911.159827,2911.159827,2911.159827,2911.159827
25,8060.460423,8060.460423,8060.460423,8060.460423,1402.883507
26,3449.251739,3449.251739,3449.251739,4006.624997,4205.873007
27,2673.4915,2673.4915,2673.4915,3404.671134,4871.496488
28,2300.56393,2300.56393,2300.56393,9346.107689,4798.216243
29,2710.433515,2710.433515,2341.165328,2341.165328,9035.016788
30,1771.601564,1771.601564,1296.890577,1296.890577,2984.750744
31,132.4279363,132.4279363,132.4279363,132.4279363,132.4279363
32,4100.46407,4100.46407,4100.46407,5527.584379,4938.795951
33,4368.561227,4368.561227,3551.593854,3551.593854,2570.885095
34,801.6166267,801.6166267,24137.99192,24137.99192,8299.847281
35,380.9269029,380.9269029,380.9269029,380.9269029,380.9269029
36,1484.336133,1484.336133,1484.336133,11771.4998,7015.672761
37,1448.442439,1448.442439,1448.442439,1448.442439,1610.641041
38,2810.425069,2810.425069,2810.425069,2810.425069,1431.640918
39,1297.823365,1297.823365,1297.823365,1297.823365,3981.691322
40,2940.439643,2940.439643,2940.439643,2940.439643,1347.897823
41,2908.379174,2908.379174,2908.379174,2908.379174,1637.713751
42,2547.964944,2547.964944,2547.964944,2547.964944,912.9940776
43,1416.276894,1416.276894,1416.276894,1416.276894,5634.844697
44,7554.48056,7554.48056,7554.48056,7554.48056,2201.021942
45,1053.411209,1053.411209,17198.11453,17198.11453,12031.42916
46,849.1235315,849.1235315,849.1235315,2101.142675,4109.927397
47,1727.077927,1727.077927,1727.077927,2085.480107,4480.955629
48,890.3466029,890.3466029,10159.58452,10159.58452,3603.056171
49,2544.232725,2544.232725,2544.232725,2544.232725,2853.918158
50,1139.742863,1139.742863,1139.742863,1139.742863,5484.592989
51,3244.059046,3244.059046,3244.059046,3443.351828,3344.272824
52,1494.688546,1494.688546,1494.688546,1494.688546,1716.963198
53,3813.733527,3813.733527,3500.926758,3500.926758,2120.478416
54,11592.94968,11592.94968,15181.24031,18927.9382,11723.34261
55,5263.332372,5263.332372,5319.030898,5775.575547,1401.288802
56,7290.515352,7290.515352,8794.781137,8794.781137,5111.58881
57,3175.944211,3175.944211,3175.944211,3175.944211,3175.944211
58,15591.41337,15591.41337,13343.47933,13343.47933,1451.551437
59,13277.36784,13277.36784,12750.58305,12750.58305,1965.345226
60,1299.130582,1299.130582,16925.89895,16925.89895,12130.807
61,913.300464,913.300464,913.300464,913.300464,913.300464
62,1400.677539,1400.677539,1299.020596,1299.020596,1400.677539
63,3811.028654,3811.028654,5208.556736,5208.556736,1106.06804
64,3924.132965,3924.132965,3924.132965,3924.132965,2696.407505
65,3564.477532,3564.477532,3564.477532,3564.477532,1017.323112
66,4229.384825,4229.384825,2278.593528,2278.593528,6240.731109
67,4777.827911,4777.827911,4777.827911,5538.219135,4633.671629
68,3590.381881,3590.381881,2998.251994,3051.836783,6650.113657
69,3925.584066,3925.584066,1523.349135,1523.349135,7509.298056
70,2030.01306,2030.01306,2030.01306,3937.695432,3937.695432
71,2180.482841,2180.482841,2180.482841,2180.482841,1655.454919
72,4243.15386,4243.15386,3891.611529,3891.611529,7551.099953
73,3434.526598,3434.526598,3434.526598,3434.526598,590.7039576
74,3009.86865,3009.86865,2714.393107,2714.393107,2042.704559
75,3345.275365,3345.275365,3187.351521,3187.351521,2566.068435
76,3569.136517,3569.136517,652.3768431,652.3768431,4793.789238
77,742.970909,742.970909,742.970909,742.970909,3174.455098
78,1818.338569,1818.338569,1481.749508,1481.749508,1818.338569
79,11026.55865,11026.55865,16249.50797,19687.51505,12234.52693
80,2157.23706,2157.23706,2157.23706,2157.23706,1196.598
81,1757.932632,1757.932632,1757.932632,1757.932632,2900.936052
82,2609.785903,2609.785903,2005.204362,2609.785903,2609.785903
83,2816.988429,2816.988429,2816.988429,2816.988429,2326.54362
84,1500.530859,1500.530859,4200.142436,7768.515504,10544.1636
85,14644.48958,14644.48958,12913.66991,12913.66991,1378.868069
86,332.7033897,332.7033897,332.7033897,2509.798533,4130.121934
87,3062.890714,3062.890714,6116.119661,6116.119661,4196.119779
88,7114.702,7114.702,13818.25186,14862.84213,6751.683406
89,12041.07393,12041.07393,10579.48346,10579.48346,1456.239285
90,12457.34365,12457.34365,11289.77062,11289.77062,2042.01895
91,11429.76641,11429.76641,14846.31265,18536.67071,11336.2682
92,400.6440892,400.6440892,8697.9879,8697.9879,282.9972869
93,2725.336461,2725.336461,2725.336461,2725.336461,789.0183924
94,2218.351473,2218.351473,2218.351473,12889.74817,9485.324611
95,3983.851949,3983.851949,3888.869849,4507.367122,4565.348728
96,2904.129,2904.129,2904.129,2904.129,2904.129
97,3582.3168,3582.3168,3582.3168,3582.3168,3582.3168
98,2640.773539,2640.773539,2640.773539,2640.773539,2890.845584
99,4611.052118,4611.052118,4311.987229,4311.987229,2002.129678
100,3140.944257,3140.944257,3140.944257,11427.81919,7621.476748
101,2338.918041,2338.918041,2338.918041,2338.918041,2660.730458
102,1036.562316,1036.562316,135.6514465,135.6514465,6133.95148
103,2738.366261,2738.366261,2348.788362,2348.788362,1672.726102
104,466.5591147,466.5591147,466.5591147,1746.34218,6671.12708
105,3102.747745,3102.747745,6522.178346,6522.178346,737.4209713
106,12933.50495,12933.50495,12074.85276,12074.85276,2445.651313
107,2025.449878,2025.449878,2025.449878,4089.505445,4089.505445
108,14832.14785,14832.14785,14252.07322,14252.07322,598.3834036
109,1711.690556,1711.690556,16446.87471,16446.87471,11535.99662
110,10533.49835,10533.49835,10106.93662,10106.93662,7378.583506
111,2807.902812,2807.902812,2806.986972,2806.986972,3035.384138
112,2369.851357,2369.851357,4129.585685,5549.900301,8386.093448
113,1672.584712,1672.584712,1672.584712,9340.860338,5038.88766
114,5261.576914,5261.576914,2513.106523,2513.106523,5193.17707
115,6387.884844,6387.884844,7742.01938,7742.01938,5040.101496
116,6159.203478,6159.203478,8030.064155,8030.064155,4409.262816
117,2636.398003,2636.398003,2636.398003,2636.398003,2636.398003
118,4831.961157,4831.961157,4831.961157,5106.862933,3011.870255
119,2475.37898,2475.37898,2475.37898,9963.349825,2681.874214
120,2024.937803,2024.937803,2024.937803,1655.835952,8867.753084
121,2738.897535,2738.897535,2728.663836,2728.663836,1981.113195
122,2687.890132,2687.890132,2687.890132,2687.890132,1533.346704
123,7956.571197,7956.571197,5049.985873,5049.985873,7782.338384
124,1104.758102,1104.758102,1104.758102,2034.994963,3401.388925
125,1425.390236,1425.390236,1425.390236,1065.416675,8268.586463
126,3128.163653,3111.730413,3859.802051,3859.802051,3946.104237
127,15267.10945,15267.10945,13500.75389,13500.75389,1052.112063
128,2423.728201,2423.728201,2423.728201,2423.728201,4151.017338
129,2667.624554,2667.624554,2667.624554,2667.624554,1629.524902
130,15705.38397,15705.38397,19049.58643,23722.99206,16607.66308
131,2681.124306,2681.124306,2681.124306,5584.2731,1735.112831
132,4810.487869,4810.487869,4810.487869,6159.911754,5382.115778
133,3817.137042,3817.137042,3817.137042,3817.137042,842.6644754
134,1553.782712,1553.782712,1553.782712,1553.782712,4834.135151
135,1757.76004,1757.76004,1757.76004,1757.76004,741.1449442
136,6354.613947,6354.613947,7884.520407,7884.520407,4835.117495
137,4930.321641,4930.321641,6896.291512,6896.291512,4368.714505
138,2556.478351,2556.478351,2556.478351,6010.262242,8270.758192
139,1027.899132,1027.899132,19475.65668,19475.65668,13014.38591
140,4755.158791,4755.158791,4755.158791,8337.705764,4211.831561
141,3908.151868,3908.151868,3145.863393,3145.863393,1298.885511
142,2037.097022,2037.097022,1643.060605,1643.060605,2037.097022
143,2398.216291,2398.216291,2314.798093,2314.798093,2486.1139
144,10945.8186,10945.8186,10204.35236,10204.35236,7768.865042
145,7195.938661,7195.938661,15229.5451,16812.62824,8751.46271
146,3228.864699,3228.864699,6016.120802,6097.558148,3291.889375
147,6532.550539,6532.550539,8212.761052,8212.761052,4693.213446
148,2616.6067,2616.6067,2043.547124,2043.547124,1253.587393
149,950.3796925,950.3796925,685.0426243,685.0426243,950.3796925
150,3033.428756,3033.428756,6923.702889,7461.549797,5828.607813
151,1890.225557,1890.225557,1824.999649,1824.999649,1890.225557
152,3406.244802,3406.244802,3406.244802,4441.901041,5182.588412
153,3014.04677,3014.04677,3014.04677,3014.04677,3014.04677
154,1068.794194,1068.794194,1068.794194,8777.639125,7082.73042
155,1287.628928,1287.628928,1287.628928,1287.628928,1288.462496
156,452.1414889,452.1414889,452.1414889,452.1414889,452.1414889
157,3460.862515,3460.862515,3460.862515,3460.862515,3460.862515
158,7577.631339,7577.631339,7577.631339,8768.391322,7309.994154
159,3704.301063,3704.301063,5864.390792,6277.271128,2902.126725
160,10580.30403,10580.30403,9595.043612,9595.043612,7224.036283
161,413.9138684,413.9138684,4100.246732,4100.246732,4100.246732
162,905.3975652,905.3975652,2243.457873,2243.457873,870.4788078
163,3288.20302,3288.20302,3288.20302,3288.20302,3757.944365
164,5836.884037,5836.884037,4488.471725,4488.471725,3149.895578
165,8133.564283,8133.564283,8133.564283,8133.564283,2130.799105
166,4044.996431,4044.996431,4044.996431,4053.330587,937.7498083
167,2174.177432,2174.177432,2174.177432,11522.40812,4639.392578
168,1078.986171,1078.986171,1078.986171,8590.885613,6540.915424
169,4406.21016,4406.21016,4406.21016,4907.636233,3781.133961
170,12513.29685,12513.29685,11492.62249,11492.62249,2255.590112
171,4742.227511,4742.227511,2053.247315,2053.247315,4784.734777
172,1535.122135,1535.122135,1535.122135,1535.122135,2625.005887
173,7354.9956,7354.9956,14874.5282,16483.13384,8448.474898
174,1079.950843,1079.950843,1079.950843,15179.57637,9265.013999
175,15842.11553,15842.11553,13487.75965,13487.75965,1366.806248
176,2563.257823,2563.257823,1687.490841,1687.490841,4848.88499
177,1740.501644,1740.501644,657.824846,657.824846,6116.540372
178,644.7468104,644.7468104,644.7468104,9045.121264,6716.309867
179,2434.181047,2434.181047,6076.442692,6076.442692,4212.038593
180,1507.562151,1507.562151,1507.562151,1507.562151,2327.720316
181,11066.8321,11066.8321,17497.31749,20836.63633,13253.15342
182,16305.95091,16305.95091,19651.6948,24405.94375,17228.38911
183,1907.439796,1907.439796,4024.56069,15369.19153,8183.786813
184,12697.38862,12697.38862,11811.86526,11811.86526,2549.749442
185,4040.208746,4040.208746,4040.208746,4040.208746,586.0580229
186,2318.792548,2318.792548,2318.792548,5658.151585,8072.495994
187,6631.049323,6631.049323,15734.70918,17077.10417,8692.42036
188,13118.85275,13118.85275,13041.59546,13041.59546,2138.585716
189,1037.301205,1037.301205,1037.301205,12419.05677,7664.297943
190,3731.888917,3731.888917,4407.668021,4407.668021,531.6121941
191,9480.394412,9480.394412,9480.394412,9480.394412,2744.879627
192,2303.898861,2303.898861,2303.898861,2303.898861,3620.035914
193,5347.471455,5347.471455,17025.07877,17476.8012,8386.415778
194,5586.416063,5586.416063,4670.7675,4670.7675,442.3367519
195,6232.15849,6232.15849,5738.699649,5738.699649,1776.367546
196,11096.07557,11096.07557,10767.89822,10767.89822,2455.566721
197,5498.595054,5498.595054,17349.02698,17832.81026,8798.170451
198,4763.726457,4763.726457,2071.757355,2071.757355,4801.046107
199,1280.211855,1280.211855,5810.301647,5810.301647,4791.669377
200,832.7864731,560.1650857,3285.966494,3285.966494,3285.966494
201,2251.746817,2251.746817,2251.746817,2251.746817,1572.503991
202,2106.947223,2106.947223,2106.947223,2106.947223,2106.947223
203,1802.568713,1802.568713,1802.568713,1802.568713,1788.199435
204,2686.978663,2686.978663,2504.706845,2504.706845,2745.57935
205,2074.514609,2074.514609,1516.727544,1516.727544,1067.763158
206,5401.045631,5401.045631,6762.915021,6762.915021,4973.070066
207,15486.59429,15486.59429,19436.07492,24002.37182,16976.6687
208,1132.773677,1132.773677,2523.470798,2523.470798,931.6099759
209,634.0463643,634.0463643,634.0463643,2598.021171,2332.481978
210,6168.549779,6168.549779,7826.420524,7826.420524,4661.436496
211,769.5328561,769.5328561,769.5328561,2187.323072,3977.583838
212,4314.434714,4314.434714,4314.434714,4314.434714,3005.988487
213,10416.22285,10416.22285,10015.30348,10015.30348,7241.607528
214,2030.755088,2030.755088,3590.346822,7104.692768,10391.83215
215,6628.884247,6628.884247,15644.03919,16970.45327,8612.486502
216,14787.74758,14787.74758,12593.48855,12593.48855,1271.622329
217,7195.414793,7195.414793,15586.25624,17224.86952,9159.810779
218,3374.826553,3374.826553,3374.826553,5806.559359,1204.816564
219,10326.04655,10326.04655,7383.166062,7383.166062,6954.899861
220,1908.448694,1908.448694,1908.448694,4899.390934,7705.434131
221,8213.568433,8213.568433,8213.568433,8999.677003,7262.331832
222,12569.40731,12569.40731,11650.54255,11650.54255,2416.679471
223,1963.991032,1757.305671,3183.70835,3183.70835,3183.70835
224,502.2811353,502.2811353,279.9359851,279.9359851,502.2811353
225,2036.769536,2036.769536,1941.03482,1941.03482,2036.769536
226,1835.696033,1835.696033,783.1917298,783.1917298,5991.168303
227,289.8809847,289.8809847,289.8809847,289.8809847,289.8809847
228,2683.154964,2683.154964,2096.80348,2893.958903,2893.958903
229,1876.379942,1876.379942,5029.109498,5029.109498,4659.940211
230,2457.021003,2298.375438,3313.298648,3313.298648,3428.47896
231,1793.37694,1743.682738,3657.099813,3657.099813,3657.099813
232,3494.418442,3494.418442,2260.30248,2260.30248,6276.146005
233,3826.66966,3826.66966,3220.262267,3220.262267,4389.533244
234,3174.219462,3174.219462,2447.619294,2459.954003,6745.461173
235,5352.90105,5352.90105,16686.19503,17157.19308,8095.57681
236,770.6712998,770.6712998,2494.390942,2494.390942,2621.117473
237,837.4932963,837.4932963,10981.58441,10981.58441,4602.234075
238,11383.65099,11383.65099,16272.35615,19856.57271,12472.53941
239,528.6310573,528.6310573,528.6310573,528.6310573,7371.735157
240,7555.6585,7555.6585,7555.6585,9113.853822,2402.434382
241,2821.635963,2821.635963,2821.635963,11916.70548,8136.221087
242,10848.00214,10848.00214,10848.00214,10848.00214,4023.275006
243,1573.667674,1573.667674,1573.667674,2175.047639,3387.914048
244,15271.25623,15271.25623,13218.246,13218.246,1451.246952
245,13701.72387,13701.72387,12220.26381,12220.26381,2014.709477
246,3115.62888,3115.62888,2375.634275,2387.216115,6775.724717
247,2061.150731,2061.150731,2061.150731,3300.019907,3300.019907
248,1236.541899,1236.541899,1236.541899,1236.541899,692.266284
249,2592.274321,2592.274321,2592.274321,3055.253144,2755.955748
250,2354.478211,2354.478211,2354.478211,2354.478211,4002.292611
251,8177.916028,8177.916028,8177.916028,8177.916028,3456.235041
252,10892.24098,10892.24098,10892.24098,10892.24098,3943.307387
253,136.0585598,136.0585598,136.0585598,136.0585598,136.0585598
254,6280.696461,6280.696461,14708.31749,15380.67356,7171.907975
255,2244.519654,2244.519654,2244.519654,2672.460245,4340.946852
256,827.7206355,827.7206355,827.7206355,827.7206355,430.0056706
257,2694.126129,2694.126129,2694.126129,2694.126129,1147.422351
258,8655.339189,8655.339189,8655.339189,8655.339189,6545.899495
259,6994.048706,6994.048706,15562.51694,17085.44459,8959.175717
260,3171.633045,3171.633045,3171.633045,3171.633045,596.3787644
261,12285.09418,12285.09418,11003.81757,11003.81757,1796.140741
262,14812.05453,14812.05453,14579.1839,14579.1839,1023.288026
263,1496.170034,1496.170034,4855.497212,6355.495817,8428.215761
264,12491.82014,12491.82014,9543.185997,9543.185997,8125.19829
265,1263.548129,1263.548129,1263.548129,1263.548129,5001.479566
266,3880.757182,3880.757182,3880.757182,7199.283152,2805.062025
267,1436.041921,1436.041921,1436.041921,1436.041921,1436.041921
268,1031.138928,1031.138928,1031.138928,1031.138928,7689.587898
269,226.5390817,226.5390817,226.5390817,226.5390817,226.5390817
270,5613.011712,5613.011712,17137.88828,17834.84158,8748.450153
271,5831.439947,5831.439947,5831.439947,5831.439947,3050.607959
272,15183.38741,15183.38741,22145.64287,26376.59432,18979.14205
273,1456.535563,1456.535563,4483.661853,16564.81926,9330.958353
274,1389.822075,1389.822075,5035.724756,5035.724756,5035.724756
275,1646.223304,1646.223304,5308.708481,5308.708481,4919.326568
276,2390.989001,2390.989001,2043.907262,2043.907262,4385.309629
277,2604.175106,2604.175106,2604.175106,2604.175106,4001.209694
278,1274.694075,1274.694075,1274.694075,1535.953337,5402.941798
279,3377.388522,3357.58343,3645.909864,3645.909864,3883.501593
280,7374.083782,7374.083782,16733.75026,18543.62385,10186.59456
281,2440.534121,2440.534121,2440.534121,2440.534121,2857.542954
282,6732.144611,6732.144611,15790.3353,17201.31311,8852.194116
283,3145.346862,3145.346862,3145.346862,3145.346862,3208.023679
284,1675.071522,1675.071522,4089.429768,7867.434992,10745.08301
285,1449.516661,1449.516661,1449.516661,1449.516661,1449.516661
286,13565.18439,13565.18439,11588.20027,11588.20027,2102.31037
287,5651.837412,5651.837412,16721.35044,17426.44124,8450.451232
288,2153.483825,2153.483825,3561.361119,7619.072848,10916.63236
289,4755.158791,4755.158791,4755.158791,8337.705764,4211.831561
290,3779.169976,3779.169976,3779.169976,3779.169976,3284.587432
291,1595.980233,1595.980233,1115.648382,1115.648382,4363.312384
292,1895.071761,1895.071761,4837.847744,4837.847744,4719.861411
293,642.8509033,642.8509033,2403.575548,2403.575548,2403.575548
294,1224.80929,1224.80929,2508.557507,2508.557507,2625.740617
295,996.2603284,996.2603284,2371.920033,2371.920033,2371.920033
296,934.9322761,934.9322761,1979.640591,1979.640591,1979.640591
297,613.0946629,613.0946629,2163.944343,2163.944343,2163.944343
298,908.4142328,908.4142328,2679.149466,2679.149466,2679.149466
299,3928.57968,3928.57968,5325.603116,5929.437027,3017.166447
300,2257.266909,2257.266909,2257.266909,2257.266909,2257.266909
301,6861.172907,6861.172907,8394.279585,8394.279585,4942.399314
302,3261.044222,3261.044222,3261.044222,3541.91545,4762.36269
303,3267.787736,3267.291784,3267.787736,3376.951007,4528.210199
304,181.2065182,181.2065182,181.2065182,181.2065182,5228.120223
305,589.7269527,589.7269527,589.7269527,2071.525828,6368.938847
306,3895.206776,3895.206776,2374.802018,2374.802018,8396.218021
307,4061.806483,4061.806483,3169.827868,3169.827868,2785.117801
308,6885.411785,6885.411785,10184.22076,9982.438,1969.684263
309,634.753092,634.753092,634.753092,634.753092,634.753092
310,1054.952137,1054.952137,585.9595101,585.9595101,1054.952137
311,1322.573686,1322.573686,1322.573686,2292.109716,3140.198368
312,4361.534033,4361.534033,4361.534033,4361.534033,1108.404513
313,6139.34596,6139.34596,7582.039596,7582.039596,4904.479311
314,192.9173676,192.9173676,192.9173676,192.9173676,192.9173676
315,668.6983829,668.6983829,437.2908973,437.2908973,668.6983829
316,3206.972515,3206.972515,3206.972515,5635.234985,7316.648309
317,1325.822024,1325.822024,1325.822024,1325.822024,1325.822024
318,7681.076888,7681.076888,6572.182462,6572.182462,3396.282293
319,12563.76986,12563.76986,12563.76986,12563.76986,12210.81404
320,6309.747402,6309.747402,6309.747402,6309.747402,570.3717355
321,1339.106822,1339.106822,1207.761726,1207.761726,7821.448248
322,5449.4486,5449.4486,5449.4486,5478.877001,344.764826
323,1103.975812,1103.975812,17505.46423,17505.46423,12059.82275
324,13407.62668,13407.62668,13407.62668,13407.62668,12270.50885
325,2566.876822,2566.876822,2566.876822,9743.248465,2187.305524
326,1083.252108,1083.252108,1083.252108,1083.252108,1083.252108
327,3543.39491,3543.39491,2176.345329,2176.345329,8351.086318
328,4690.563616,4690.563616,4656.536214,4656.536214,2856.779986
329,1434.590143,1434.590143,1434.590143,1434.590143,1434.590143
330,9554.678376,9554.678376,9554.678376,9554.678376,10304.73556
331,2636.780233,2636.780233,2636.780233,2636.780233,3993.163994
332,3862.684135,3862.684135,3862.684135,3862.684135,2655.04789
333,1590.107642,1590.107642,1590.107642,1230.921289,8341.983304
334,12304.71874,12304.71874,11711.21844,11711.21844,2630.587362
335,14964.6931,14964.6931,12780.01797,12780.01797,1405.628559
336,10251.81544,10251.81544,10251.81544,10251.81544,3974.322628
337,538.7392581,538.7392581,538.7392581,1307.140122,3811.264307
338,3882.981234,3882.981234,3882.981234,3882.981234,3882.981234
339,4195.478014,4195.478014,4195.478014,5662.190156,5052.435161
340,2918.985095,2918.985095,2918.985095,2918.985095,2220.524704
341,225.6106445,225.6106445,225.6106445,225.6106445,3251.323017
342,2644.527106,2644.527106,3028.29722,2754.663008,1995.407819
343,4541.079812,4541.079812,4465.603581,4465.603581,2727.52524
344,3365.628472,3365.628472,3365.628472,3777.00256,2486.499068
345,1234.003755,1234.003755,1234.003755,1961.623283,3619.150204
346,3140.170151,3140.170151,3140.170151,3140.170151,1086.254569
347,1591.300456,1546.720131,3628.498515,3628.498515,3628.498515
348,3101.971305,3101.971305,5858.104192,5910.560912,3445.066619
349,3289.192797,3289.192797,5843.84615,6017.237261,3276.132341
350,2874.174863,2874.174863,5940.735081,5940.735081,3624.861087
351,3712.59494,3712.59494,6124.27493,6331.388784,2895.33861
352,3867.346028,3867.346028,6216.736874,6586.253279,2643.447658
353,3425.087627,3425.087627,6207.017495,6343.531708,3077.684867
354,3441.296185,3441.296185,6457.438996,6650.899784,3096.688434
355,2254.206064,2254.206064,2254.206064,2901.517306,2747.727703
356,6759.933369,6759.933369,8319.704276,8319.704276,4885.009742
357,2735.140084,2735.140084,2735.140084,2735.140084,1696.086997
358,7019.207073,7019.207073,8821.844744,8821.844744,4673.527786
359,707.744757,707.744757,707.744757,707.744757,707.744757
360,3034.382436,3034.382436,3034.382436,3581.878646,3436.828953
361,688.180198,688.180198,688.180198,688.180198,688.180198
362,3581.264616,3581.264616,3581.264616,3581.264616,3581.264616
363,8289.889139,8289.889139,5375.392742,5375.392742,8119.452227
364,16348.6259,16348.6259,18831.87189,23701.31077,16428.84089
365,812.8615084,812.8615084,812.8615084,812.8615084,284.1043052
366,1701.985993,1701.985993,1701.985993,12099.08858,7338.562899
367,3086.536284,3086.536284,5157.074925,5593.229956,5909.157701
368,2808.927169,2808.927169,6588.836803,7010.909687,5912.468095
369,2796.797857,2796.797857,5889.227408,6330.236511,5930.382165
370,3211.465011,3211.465011,6341.427842,6687.629312,5482.074373
371,3094.463516,3094.463516,5915.067731,6293.635168,5626.572328
372,3294.803824,3294.803824,6413.002687,6742.853708,5402.487757
373,3547.654075,3547.654075,6146.14039,6426.436596,5148.957146
374,3673.021058,3673.021058,5979.779821,6235.88159,5043.178277
375,3956.655466,3956.655466,6141.634152,6337.254816,4744.650489
376,3178.362573,3178.362573,6640.114201,7724.23709,5812.134894
377,3690.7062,3690.7062,6604.125773,7496.71989,5207.062608
378,6680.453829,6680.453829,8579.072148,8579.072148,4466.058717
379,5383.949503,5383.949503,5638.642554,5638.642554,3546.627297
380,5176.389647,5176.389647,6243.971457,6307.519407,3537.193484
381,5360.085262,5360.085262,6052.809365,6052.809365,3415.097867
382,5443.934545,5443.934545,5897.81557,6574.36415,3249.513538
383,1916.060561,1916.060561,1710.099585,1710.099585,2409.568409
384,3100.33775,3100.33775,5899.323379,5938.221775,3436.792693
385,3600.233814,3600.233814,6160.004312,6418.97428,2916.157983
386,413.8145095,413.8145095,413.8145095,413.8145095,413.8145095
387,4500.854926,4500.854926,3667.771668,3667.771668,2428.842281
388,5726.987743,5726.987743,5726.987743,5726.987743,1095.501205
389,4421.518485,4421.518485,4421.518485,4421.518485,1319.149063
390,1161.898814,1161.898814,1161.898814,1161.898814,1161.898814
391,2690.904633,2690.904633,2690.904633,2690.904633,2690.904633
392,3854.971001,3854.971001,3188.477259,3188.477259,2517.029161
393,883.8553885,883.8553885,883.8553885,883.8553885,962.9058045
394,4011.417174,4011.417174,4011.417174,4011.417174,4011.417174
395,3560.383,3542.927434,3476.722325,3476.722325,3873.719198
396,13432.81067,13432.81067,12449.31678,12449.31678,1952.284953
397,2517.308827,2517.308827,2517.308827,5795.083241,8059.959768
398,772.9069723,772.9069723,772.9069723,772.9069723,772.9069723
399,797.6430699,797.6430699,797.6430699,797.6430699,797.6430699
400,1854.158422,1854.158422,20772.61189,20772.61189,11890.68452
401,834.4665808,834.4665808,2431.458454,2431.458454,2463.811886
402,2766.857027,2766.857027,2766.857027,2766.857027,2766.857027
403,4338.492319,4338.492319,4338.492319,4338.492319,713.9486506
404,3340.174898,3340.174898,6536.721494,6536.721494,3180.965761
405,3494.429053,3494.429053,6370.999296,6555.239351,3065.20545
406,2403.154381,2403.154381,6194.541209,6194.541209,4788.491679
407,3236.037632,3236.037632,6373.902354,6373.902354,3266.478719
408,5822.466105,5822.466105,5538.412795,5410.369419,1452.31769
409,2409.459199,2409.459199,5731.178907,5731.178907,4090.201527
410,1687.686011,1687.686011,1687.686011,1687.686011,5171.292486
411,5435.250485,5435.250485,5819.111049,6678.23413,3256.871426
412,6853.830295,6853.830295,6853.830295,6853.830295,2834.301601
413,2177.7206,2177.7206,4309.513853,5708.475513,8344.918954
414,3846.994196,3846.994196,3714.813345,4525.93648,4611.148103
415,3357.01502,3357.01502,5975.953455,6298.241812,5355.783622
416,6364.356714,6364.356714,8114.843901,8114.843901,4580.02964
417,979.5174823,979.5174823,892.7607612,892.7607612,979.5174823
418,1363.999372,1363.999372,836.0273137,1363.999372,7571.819342
419,1308.432535,1308.432535,1308.432535,5143.699172,8327.262144
420,1547.098934,1547.098934,16618.22483,16618.22483,11762.58168
421,252.1099469,252.1099469,252.1099469,252.1099469,252.1099469
422,5470.994946,5470.994946,5423.499368,7185.255701,3292.831808
423,6783.060056,6783.060056,15110.25355,16414.39613,8292.687728
424,14728.44583,14728.44583,17982.17595,22515.55232,15510.24997
425,6523.651575,6523.651575,8773.121824,8773.121824,3999.484919
426,3464.059137,3464.059137,4792.543991,4792.543991,622.9508626
427,14061.25092,14061.25092,12822.23864,12822.23864,1427.799865
428,5478.814571,5478.814571,2719.754347,2719.754347,5350.010346
429,1623.799009,1623.799009,2942.75562,15021.47837,8251.121762
430,1443.071305,1443.071305,17039.64548,17039.64548,11647.00016
431,8279.725876,8279.725876,8279.725876,9537.729737,7999.665988
432,2223.82627,2223.82627,2571.099569,14399.09821,7714.833863
433,361.023972,361.023972,361.023972,361.023972,4221.357725
434,1126.002008,1126.002008,14632.75414,14632.75414,8566.361592
435,1377.495139,1377.495139,405.2802316,1377.495139,1377.495139
436,6569.233361,6569.233361,6569.233361,6569.233361,2666.758851
437,3411.948396,3411.948396,3355.273344,3355.273344,3411.948396
